,Neighborhood,city,name,address,rating,user_ratings_total,types,lat,long
3981,Parsons Green and Walham,London,Lady Margaret School,"9-15 Parsons Green, Greater, London",4.9,72,"['real_estate_agency', 'point_of_interest', 'establishment']",51.47370249999999,-0.1993568
3982,Parsons Green and Walham,London,Fineline Upholstery,"63 New King's Road, London",3.8,32,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.476232,-0.192641
3983,Parsons Green and Walham,London,Marsh & Parsons Fulham Estate Agents,"103-105 Moore Park Road, London",4.2,287,"['health', 'point_of_interest', 'establishment']",51.4787106,-0.1938268
3984,Parsons Green and Walham,London,The Tommy Tucker,"22 Waterford Road, London",5,8,"['point_of_interest', 'clothing_store', 'store', 'establishment']",51.4788667,-0.1927333
3985,Parsons Green and Walham,London,Ashbourne Healthcare Services,"Ashbourne House, 35 Harwood Road, Fulham, London",4,21,,51.47916009999999,-0.1943648
3986,Parsons Green and Walham,London,Scooters,"49 New King's Road, London",NaN,NaN,,51.4766091,-0.1922011
3987,Fulham Broadway,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
3988,Fulham Broadway,London,Holiday Inn Express London - Earl's Court,"295 North End Road, London",2.6,674,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.4863279,-0.2026689
3989,Fulham Broadway,London,Hotel Lily,"23-33 Lillie Road, London",4.6,782,"['lodging', 'point_of_interest', 'establishment']",51.486392,-0.197844
3990,Fulham Broadway,London,The Harwood Arms,"Walham Grove, London",NaN,NaN,"['point_of_interest', 'establishment']",51.4828944,-0.1964611
3991,Fulham Broadway,London,The North End Road Residence,"328 North End Road, London",NaN,NaN,"['shoe_store', 'bicycle_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']",51.4823418,-0.2002876
3992,Fulham Broadway,London,The Lillie Road Residence,"84D Lillie Road, London",5,1,"['point_of_interest', 'clothing_store', 'store', 'establishment']",51.4857609,-0.2020715
3993,Fulham Broadway,London,Brompton House,"13 Seagrave Road, London",4.4,1269,"['dentist', 'health', 'point_of_interest', 'establishment']",51.4863705,-0.1968296
3994,Fulham Broadway,London,Ladbrokes,"344 North End Road, London",2.9,26,"['point_of_interest', 'establishment']",51.48181999999999,-0.1998114
3995,Fulham Broadway,London,Sports Direct,"427, 429 North End Road, London",3.7,464,"['university', 'point_of_interest', 'establishment']",51.4823427,-0.199737
3996,Fulham Broadway,London,222 Vegan Cuisine,"222 North End Road, London",4.2,179,"['dentist', 'health', 'point_of_interest', 'establishment']",51.4860228,-0.2029809
3997,Fulham Broadway,London,School Uniform Direct,"343 North End Road, London",5,2,"['health', 'point_of_interest', 'establishment']",51.4847507,-0.2018818
3998,Fulham Broadway,London,Travelodge London Fulham,"290-302 North End Road, London",4.6,65,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.48317579999999,-0.2010026999999999
3999,Fulham Broadway,London,NHS Dentist,"355 North End Road, London",3.4,13,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",51.4843091,-0.2014497
4000,Fulham Broadway,London,Brompton Villas,"9 Brompton Villas, Lillie Road, West Brompton, London",3.3,3,,51.4860202,-0.1980675
4001,Fulham Broadway,London,London Film Academy,"52a Walham Grove, London",4.3,593,,51.4819173,-0.1982197
4002,Fulham Broadway,London,NHS Dentist Apple Dental Care,"94 Lillie Road, London",4.1,268,,51.4853816,-0.2029125
4003,Fulham Broadway,London,Farm Lane - Care UK,"25 Farm Lane, London",NaN,NaN,,51.48226689999999,-0.1962067999999999
4004,Fulham Broadway,London,Bodean's BBQ Fulham,"4, Broadway Chambers, Fulham Broadway, London",,,,51.479888,-0.195762
4005,Fulham Broadway,London,Caffè Nero,"480 Fulham Road, London",,,,51.4805289,-0.1980422
4006,Ravenscourt Park,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4007,Ravenscourt Park,London,Chiswick Rooms,"407 Goldhawk Road, London",NaN,NaN,"['point_of_interest', 'establishment']",51.4937891,-0.2448941
4008,Ravenscourt Park,London,Hammersmith One,"211, 220A Hamlet Gardens, London",4.8,16,"['point_of_interest', 'establishment']",51.49428529999999,-0.2402825
4009,Ravenscourt Park,London,SHH Architecture & Interior Design,"1 Vencourt Place, London",4.6,9,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.49273739999999,-0.2383181
4010,Ravenscourt Park,London,William Hill,"348 King Street, London",4.4,575,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",51.49354109999999,-0.2439939
4011,Ravenscourt Park,London,HSS Hire,"344 King Street, London",4.4,486,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.49354289999999,-0.2438887
4012,Ravenscourt Park,London,Saigon Saigon,"313-317 King Street, London",4.5,2039,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4933754,-0.2406804
4013,Ravenscourt Park,London,Potli,"319-321 King Street, London",4.2,269,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4933394,-0.2408549999999999
4014,Ravenscourt Park,London,Ravenscourt Park,"Paddenswick Road, London",4.3,171,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.49668680000001,-0.2389906
4015,Ravenscourt Park,London,Kalamari,"4 Chiswick High Road, London",4.3,349,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.49351600000001,-0.2454104
4016,Ravenscourt Park,London,Tosa,"332 King Street, London",4.4,302,"['car_rental', 'point_of_interest', 'establishment']",51.4936111,-0.2430556
4017,Ravenscourt Park,London,101 Thai Kitchen,"352 King Street, London",4.6,233,"['meal_delivery', 'food', 'point_of_interest', 'establishment']",51.4935311,-0.24414
4018,Ravenscourt Park,London,Indian Zing,"236 King Street, London",4.4,174,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4933218,-0.2370439
4019,Ravenscourt Park,London,Azou Restaurant,"375 King Street, London",2.4,5,,51.4933632,-0.2432057
4020,Ravenscourt Park,London,Enterprise Rent-A-Car - Hammersmith,"200 King Street, London",NaN,NaN,,51.4930708,-0.2357055
4021,Ravenscourt Park,London,Space Pizza,"9NJ, 381 King Street, London",NaN,NaN,,51.4932921,-0.2434003
4022,Ravenscourt Park,London,Chiswick Guest house,"4 Ross House, London",4.6,18,,51.493543,-0.2461061
4023,Ravenscourt Park,London,Polish Educational Society,"238 King Street, London",,,,51.4934775,-0.2373929
4024,Ravenscourt Park,London,Posklub,"238 King Street, London",,,,51.4934992,-0.2374778
4025,Hammersmith Broadway,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4026,Hammersmith Broadway,London,Holiday Inn Express London - Hammersmith,"124 King Street, London",3.5,882,"['lodging', 'point_of_interest', 'establishment']",51.49312270000001,-0.2315121
4027,Hammersmith Broadway,London,Abercorn House London,"28-30 Bute Gardens, London",4.2,204,"['point_of_interest', 'establishment']",51.49447300000001,-0.222114
4028,Hammersmith Broadway,London,Adria Hotel,"44-46 Glenthorne Road, London",4.4,7098,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4945615,-0.2287592999999999
4029,Hammersmith Broadway,London,Eventim Apollo,"45 Queen Caroline Street, London",4.4,619,"['convenience_store', 'book_store', 'food', 'point_of_interest', 'store', 'establishment']",51.49086759999999,-0.2246023
4030,Hammersmith Broadway,London,The Gate Hammersmith,"51 Queen Caroline Street, London",3.7,314,"['lodging', 'point_of_interest', 'establishment']",51.49030870000001,-0.2255428
4031,Hammersmith Broadway,London,WHSmith,"Kings Mall, 16 King Street, London",2.3,28,"['lodging', 'point_of_interest', 'establishment']",51.4933685,-0.2273628
4032,Hammersmith Broadway,London,W6 Rooms,"30 Studland Street, London",1.9,9,"['lodging', 'point_of_interest', 'establishment']",51.4938194,-0.2340387
4033,Hammersmith Broadway,London,Raven Rooms,"24 Studland Street, London",3.6,533,"['point_of_interest', 'establishment']",51.4936707,-0.234101
4034,Hammersmith Broadway,London,"Seraphine Hammersmith, Sure Hotel Collection by Best Western","84 King Street, London",5,1,"['point_of_interest', 'establishment']",51.4926343,-0.2296252
4035,Hammersmith Broadway,London,THOMAS COOKE,"1 Kilmarsh Road, London",4.8,14,"['point_of_interest', 'establishment']",51.49551699999999,-0.227891
4036,Hammersmith Broadway,London,UKTV,"10 Hammersmith Grove, Hammersmith, London",4.2,210,"['lodging', 'point_of_interest', 'establishment']",51.4936873,-0.2253338
4037,Hammersmith Broadway,London,Four Seasons Recruitment Ltd,"5-17 The Triangle, Hammersmith Grove, London",4.6,33,"['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",51.4940378,-0.2264148000000001
4038,Hammersmith Broadway,London,Temple Lodge Club,"51 Queen Caroline Street, London",4.1,59,"['point_of_interest', 'store', 'establishment']",51.49034969999999,-0.2254785
4039,Hammersmith Broadway,London,X Electrical,"125 King Street, London",4,237,"['lodging', 'point_of_interest', 'establishment']",51.4924792,-0.2304424
4040,Hammersmith Broadway,London,Poundland,"Unit 1, 49/63 King Street, Hammersmith, London",4.6,110,"['health', 'point_of_interest', 'establishment']",51.4926261,-0.2273806
4041,Hammersmith Broadway,London,Aviva Studios,"42 Glenthorne Road, London",3.6,82,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4945688,-0.2286449
4042,Hammersmith Broadway,London,10 Hammersmith Broadway,"10 Hammersmith Broadway, London",4.1,532,,51.493458,-0.223678
4043,Hammersmith Broadway,London,Villagio,"206-208 Hammersmith Road, London",NaN,NaN,,51.4931545,-0.2226383
4044,Avonmore and Brook Green,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4045,Avonmore and Brook Green,London,Access Accommodation,"North End Road, London",4.2,568,"['lodging', 'point_of_interest', 'establishment']",51.4949727,-0.2108589
4046,Avonmore and Brook Green,London,The W14 Kensington Hotel,"16-22 Gunterstone Road, London",3.5,118,"['point_of_interest', 'establishment']",51.4916163,-0.2105926
4047,Avonmore and Brook Green,London,Simply Rooms & Suites,"21 Avonmore Road, London",3.9,123,"['point_of_interest', 'establishment']",51.4945009,-0.2070812
4048,Avonmore and Brook Green,London,Carnival Store,"95 Hammersmith Road, London",4.2,9071,"['lodging', 'point_of_interest', 'establishment']",51.494819,-0.211741
4049,Avonmore and Brook Green,London,Olympia London,"Hammersmith Road, London",4.5,287,"['lodging', 'point_of_interest', 'establishment']",51.49635689999999,-0.2107644
4050,Avonmore and Brook Green,London,St Paul's Hotel,"153 Hammersmith Road, London",1.7,85,"['park', 'point_of_interest', 'establishment']",51.4936373,-0.2153606
4051,Avonmore and Brook Green,London,Five Hammersmith Road Rooms,"5 Hammersmith Road, London",4.3,218,"['point_of_interest', 'clothing_store', 'store', 'establishment']",51.49586009999999,-0.2082697999999999
4052,Avonmore and Brook Green,London,Brook Green,"Brook Green, London",4.6,7,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4962743,-0.2200719
4053,Avonmore and Brook Green,London,Simply Pleasure,"123 Hammersmith Road, London",4.2,325,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4943041,-0.2128493
4054,Avonmore and Brook Green,London,Miran Masala,"3 Hammersmith Road, London",NaN,NaN,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.495887,-0.2082437
4055,Avonmore and Brook Green,London,Amber Hotel,"53 Edith Road, London",NaN,NaN,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.4925554,-0.21032
4056,Avonmore and Brook Green,London,The Jameson,"43 Blythe Road, London",3.2,128,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4971721,-0.2161854
4057,Avonmore and Brook Green,London,The Popeseye Steak House,"108 Blythe Road, London",5,1,,51.49758199999999,-0.2166544
4058,Avonmore and Brook Green,London,Domino's Pizza - London - West Kensington,"13 To 15 North End Parade, London",2.6,303,,51.4932391,-0.2088037
4059,Avonmore and Brook Green,London,The Cumberland Arms,"29 North End Road, London",4.3,261,,51.4943657,-0.2102581
4060,Avonmore and Brook Green,London,Good News,"158 Hammersmith Road, London",NaN,NaN,,51.4933871,-0.2189943
4061,Avonmore and Brook Green,London,Yas Restaurant,"Kensington Olympia, 7 Hammersmith Road, London",,,,51.49587770000001,-0.2083981
4062,Avonmore and Brook Green,London,Suzu House,"170-172 Hammersmith Road, London",,,,51.49340669999999,-0.2192844
4063,Askew,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4064,Askew,London,Hotel261,"261-263, Uxbridge Road, London",4.6,159,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5066126,-0.2444539999999999
4065,Askew,London,Northfields Estate Agents Shepherd's Bush,"127 Askew Road, London",4.6,301,"['real_estate_agency', 'point_of_interest', 'establishment']",51.50258179999999,-0.242732
4066,Askew,London,Sufi Restaurant,"70 Askew Road, London",4.2,21,"['library', 'point_of_interest', 'establishment']",51.5040686,-0.2437245
4067,Askew,London,Oaklands Estates,"65 Askew Road, London",3.2,16,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",51.5043568,-0.2433357
4068,Askew,London,Askew Road Library,"87-91 Askew Road, London",4.3,15,"['point_of_interest', 'store', 'establishment']",51.50358539999999,-0.2432501999999999
4069,Askew,London,Askew Road Church (Methodist & United Reformed),"Bassein Park Road, London",5,1,"['book_store', 'home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']",51.5022055,-0.2427420999999999
4070,Askew,London,Cartridge S O S Ltd,"140 Askew Road, London",3.2,5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.50159720000001,-0.2415639
4071,Askew,London,Octavia Foundation Askew Road,"76 Askew Road, London",3.9,39,"['health', 'point_of_interest', 'establishment']",51.5039215,-0.243678
4072,Askew,London,Oriental Express,"3 The Vale, London",NaN,NaN,"['health', 'point_of_interest', 'establishment']",51.5066013,-0.2467126
4073,Askew,London,The Parish Church of Saint Luke,"450 Uxbridge Road, London",5,6,"['night_club', 'point_of_interest', 'establishment']",51.50673500000001,-0.2399612
4074,Askew,London,West London Osteopaths,"65 Vespan Road, London",4.3,3,,51.5050147,-0.2413487
4075,Askew,London,Digitalwires,"21 Hadyn Park Road, London",1,1,,51.5038599,-0.2403968
4076,Askew,London,Reflexology Clinic,"18 Starfield Road, London",NaN,NaN,,51.5024008,-0.2410193
4077,Askew,London,Fire Bolt,"193 Askew Road, London",NaN,NaN,,51.5012745,-0.2397761
4078,Askew,London,Max Inc,"106 Askew Road, London",NaN,NaN,,51.5029721,-0.2433872999999999
4079,Askew,London,Slipstream Media,"62 Askew Road, London",NaN,NaN,,51.50447860000001,-0.2440273
4080,Askew,London,SE Counselling,"12A Bassein Park Road, London",,,,51.5021594,-0.2437078
4081,Askew,London,The Kitchen and Loft Company Ltd,"Studio 5, Kite Studios, 2b Bassein Park Road, London",,,,51.502271,-0.2431919999999999
4082,Wormholt and White City,London,London,London,NaN,NaN,"['stadium', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4083,Wormholt and White City,London,The Kiyan Prince Foundation Stadium,"South Africa Road, Shepherd's Bush, London",3.6,278,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5092767,-0.2321122999999999
4084,Wormholt and White City,London,Phoenix Fitness Centre and Janet Adegoke Swimming Pool,"Bloemfontein Road, London",NaN,NaN,"['point_of_interest', 'establishment']",51.5126357,-0.2363301
4085,Wormholt and White City,London,Edward Cazalet - Craniosacral Therapist,"60 Adelaide Grove, London",4.1,128,"['point_of_interest', 'establishment']",51.5085092,-0.2372649000000001
4086,Wormholt and White City,London,Egyptian House,"95 Bloemfontein Road, London",5,1,"['point_of_interest', 'establishment']",51.5121721,-0.2347665
4087,Wormholt and White City,London,Superbetting.com,"22 Bryony Road, London",4.9,26,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",51.5112727,-0.2390733
4088,Wormholt and White City,London,SANDBLAST,"8 Gravesend Road, London",4.7,14,"['point_of_interest', 'establishment']",51.51050110000001,-0.2393637
4089,Wormholt and White City,London,Jet Wash Drives LTD,"11 Gravesend Road, London",5,1,"['dentist', 'health', 'point_of_interest', 'establishment']",51.5106227,-0.2398332
4090,Wormholt and White City,London,DESIGN INDUSTRY VOICES,"91 Wormholt Road, London",NaN,NaN,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.5109997,-0.2414721
4091,Wormholt and White City,London,Red Squirrel Tree Surgery,"97 Adelaide Grove, London",NaN,NaN,,51.5091884,-0.2376546
4092,Wormholt and White City,London,Pure Grass Films,"78 Wormholt Road, London",NaN,NaN,,51.5095122,-0.2407745
4093,Wormholt and White City,London,Energy Reports London Ltd,"The Curve, Shepherd's Bush, London",3.8,5,,51.513282,-0.24157
4094,Wormholt and White City,London,Sainsbury's Local,"56 Bloemfontein Road, White City, London",3.4,9,,51.5106653,-0.2352708
4095,Wormholt and White City,London,Can My PC Run (canmypcrun.com) | PC Game Compatibility Website,"54 Sundew Avenue, London",4.2,76,,51.51308869999999,-0.2401670999999999
4096,Wormholt and White City,London,FL Interiors,"79 Galloway Road, London",,,,51.50848380000001,-0.239555
4097,Wormholt and White City,London,William Hill,"69 Bloemfontein Road, Bloemfontein Avenue, London",,,,51.51117249999999,-0.2345276
4098,Wormholt and White City,London,The Hub @ 75,"75 Bloemfontein Road, London",,,,51.5113353,-0.2345468000000001
4099,Wormholt and White City,London,Canberra Dental Practice,"79 Bloemfontein Road, London",,,,51.51146289999999,-0.2345654
4100,Wormholt and White City,London,Bro's Burgers,"95 Bloemfontein Road, London",,,,51.51217570000001,-0.2347413
4101,Shepherd's Bush Green,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4102,Shepherd's Bush Green,London,OYO Grantly Hotel,"50-51 Shepherd's Bush Green, London",3.7,148,"['shopping_mall', 'point_of_interest', 'establishment']",51.503272,-0.2225826
4103,Shepherd's Bush Green,London,OYO Abbey Hotel,"23 Wood Lane, Shepherd's Bush, London",4.5,38150,"['lodging', 'point_of_interest', 'establishment']",51.50631320000001,-0.2248605000000001
4104,Shepherd's Bush Green,London,Westfield - White City,"Ariel Way, London",4.3,1868,"['gym', 'health', 'point_of_interest', 'establishment']",51.50757249999999,-0.2212054
4105,Shepherd's Bush Green,London,"Dorsett Shepherds Bush, London","58 Shepherd's Bush Green, London",4.7,26,"['point_of_interest', 'establishment']",51.5040567,-0.2246746
4106,Shepherd's Bush Green,London,The Little Gym Westfield,"2039-2041 Ariel Way, London",5,1,"['point_of_interest', 'establishment']",51.5070855,-0.2228344
4107,Shepherd's Bush Green,London,Ladbrokes,"39 Uxbridge Road, London",4.7,50,"['point_of_interest', 'establishment']",51.50577879999999,-0.2283388
4108,Shepherd's Bush Green,London,Digitas London,"Unit 2, Television Centre, 101 Wood Lane, London",3.7,23,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5106573,-0.2257643
4109,Shepherd's Bush Green,London,Westfield Europe Ltd,"1 Ariel Way, London",4.2,910,"['home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']",51.509497,-0.2240346
4110,Shepherd's Bush Green,London,Wahaca,"1074 Ariel Way, London",4.4,812,"['point_of_interest', 'establishment']",51.50662149999999,-0.2221823
4111,Shepherd's Bush Green,London,Disney Store Westfield,"Units 1090 - 1091 Westfield Shopping Centre, London",4.4,47,"['lodging', 'point_of_interest', 'establishment']",51.5065306,-0.2229959
4112,Shepherd's Bush Green,London,Starcom Worldwide,"Television Centre, 2, 101 Wood Lane, London",4,2,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5100255,-0.2268464999999999
4113,Shepherd's Bush Green,London,Gamkha,"3 Aldine Street, London",NaN,NaN,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",51.5052187,-0.2227923
4114,Shepherd's Bush Green,London,The Storm,"Poplar Mews, Shepherd's Bush, London",4.4,216,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",51.5058589,-0.2262374
4115,Shepherd's Bush Green,London,Esarn Kheaw,"314 Uxbridge Road, London",4.7,311,"['library', 'point_of_interest', 'establishment']",51.506434,-0.2321162
4116,Shepherd's Bush Green,London,Sainsbury's Local,"164 Uxbridge Road, London",3.9,941,,51.5052051,-0.2240242
4117,Shepherd's Bush Green,London,Shepherd's Bush Mosque,"302 Uxbridge Road, London",3.7,49,,51.5064237,-0.2313967
4118,Shepherd's Bush Green,London,The Real Greek - Westfield London,"Unit 1073 Ariel Way, London",NaN,NaN,,51.50664270000001,-0.2217393
4119,Shepherd's Bush Green,London,Shepherds Bush Library,"6 Wood Lane, London",,,,51.50590649999999,-0.2242789
4120,College Park and Old Oak,London,London,London,NaN,NaN,"['point_of_interest', 'establishment']",51.5073509,-0.1277583
4121,College Park and Old Oak,London,North Pole Depot,"149 Scrubs Lane, London",4.4,21,"['point_of_interest', 'establishment']",51.5251627,-0.2327858
4122,College Park and Old Oak,London,PHS Teacrate London,"151 Scrubs Lane, London",4,11,"['point_of_interest', 'store', 'establishment']",51.52403459999999,-0.2323688
4123,College Park and Old Oak,London,Linford Christie Sports Centre,"Linford Christie Rd, White City, London",NaN,NaN,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",51.5199477,-0.2361685
4124,College Park and Old Oak,London,London Academicals Hockey Club,"White City, London",5,2,"['stadium', 'point_of_interest', 'establishment']",51.51963900000001,-0.2328587000000001
4125,College Park and Old Oak,London,Rentacrate,"151 Scrubs Lane, London",3.6,153,"['parking', 'point_of_interest', 'establishment']",51.523855,-0.2320709000000001
4126,College Park and Old Oak,London,Wormwood Scrubs,London,3,1,"['point_of_interest', 'establishment']",51.5213345,-0.2396492
4127,College Park and Old Oak,London,Linford Christie Stadium,"Linford Christie Rd, White City, London",3.8,9,"['storage', 'point_of_interest', 'establishment']",51.5192317,-0.2353799
4128,College Park and Old Oak,London,Aiphone UK Limited,"25 Mitre Way, London",1,1,"['point_of_interest', 'establishment']",51.52445679999999,-0.2319002
4129,College Park and Old Oak,London,Wormwood Scrubs Car Park,"Linford Christie Rd, White City, London",4.7,118,"['parking', 'point_of_interest', 'establishment']",51.5198578,-0.2373255000000001
4130,College Park and Old Oak,London,ESB EV Solutions Electric Vehicle Charging Station,"Car Park, Scrubs Lane, London",NaN,NaN,,51.5198578,-0.2373255000000001
4131,College Park and Old Oak,London,Big Yellow Self Storage North Kensington,"149 Scrubs Lane, London",5,1,,51.5247085,-0.2332871
4132,College Park and Old Oak,London,West London pitch,"Scrubs Lane, London",4.5,2,,51.5222158,-0.2327728
4133,College Park and Old Oak,London,6-a-side football,"Shepherd's Bush, London",NaN,NaN,,51.5196839,-0.2337408000000001
4134,College Park and Old Oak,London,Queen Charlotte's Hospital parking,London,NaN,NaN,,51.5185061,-0.2360852
4135,College Park and Old Oak,London,Mitre Bridge,United Kingdom,NaN,NaN,,51.52472960000001,-0.2335617
4136,College Park and Old Oak,London,Mitre Bridge (Stop D),United Kingdom,,,,51.524837,-0.233863
4137,College Park and Old Oak,London,Mitre Bridge (Stop N),United Kingdom,,,,51.5246636,-0.2333387
4138,College Park and Old Oak,London,Polar Network Charging Station,"Artillery Lane, London",,,,51.51820799999999,-0.237463
4139,College Park and Old Oak,London,Chargemaster Charging Station,"Commonwealth Building, Hammersmith Hospital (Imperial College, Du Cane Road, London",,,,51.51820799999999,-0.237463
4140,Town,London,London,London,NaN,NaN,"['point_of_interest', 'clothing_store', 'store', 'establishment']",51.5073509,-0.1277583
4141,Town,London,Chic London Apartments,"73A Chesilton Road, London",5,2,"['health', 'point_of_interest', 'establishment']",51.4778973,-0.2072848
4142,Town,London,Jasper Conran Ltd,"1-7 Rostrevor Mews, London",3.6,74,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4762018,-0.2066785
4143,Town,London,HSS Hire,"865 Fulham Road, London",4.6,117,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4740701,-0.2068722
4144,Town,London,Parsons Green NHS Walk-In Centre,"5-7 Parsons Green, London",3.3,236,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.4743205,-0.2000123
4145,Town,London,Pottery Cafe,"735 Fulham Road, London",4.5,118,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.47686,-0.2024469
4146,Town,London,Royal China Fulham,"805 Fulham Road, London",4.1,276,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4758009,-0.2052909
4147,Town,London,Luna Nuova,"773 Fulham Road, London",3.3,62,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.4765386,-0.2039156
4148,Town,London,The Brown Cow,"676 Fulham Road, London",4.3,91,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.4751793,-0.2063228
4149,Town,London,Basilico Pizza Delivery Fulham,"690 Fulham Road, London",4.2,270,"['point_of_interest', 'establishment']",51.474741,-0.206609
4150,Town,London,Monty's,"692 Fulham Road, London",4.3,297,"['home_goods_store', 'point_of_interest', 'store', 'establishment']",51.4746995,-0.2066479
4151,Town,London,Côte Brasserie - Parsons Green,"Woolverstone House, 45-47 Parsons Green Lane, London",4.2,5,"['physiotherapist', 'gym', 'health', 'point_of_interest', 'establishment']",51.4753198,-0.2005808
4152,Town,London,Gola,"787 Fulham Road, London",4.2,37,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",51.476217,-0.204564
4153,Town,London,National Federation Of Womens Institutes,"104 New King's Road, London",4.6,26,"['point_of_interest', 'establishment']",51.472337,-0.204246
4154,Town,London,Real Flame,"80 New King's Road, London",4.7,387,"['lodging', 'point_of_interest', 'establishment']",51.472409,-0.202247
4155,Town,London,Six Physio Parsons Green,"699 Fulham Road, London",3.9,7,,51.477264,-0.201322
4156,Town,London,West London Islamic Cultural Centre Mosque,"7 Bridges Place, London",4.8,19,,51.4767083,-0.2019629999999999
4157,Town,London,EuroTalk,"315-317 New King's Road, London",NaN,NaN,,51.47186929999999,-0.2039499
4158,Town,London,The Villes Bed & Breakfast,"39 Brookville Road, London",,,,51.4794066,-0.2062683
4159,Fulham Reach,London,London,London,NaN,NaN,"['hospital', 'health', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4160,Fulham Reach,London,Charing Cross Hospital,"Fulham Palace Road, London",4.5,942,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.48702719999999,-0.2207573
4161,Fulham Reach,London,The River Café,"Thames Wharf, Rainville Road, London",NaN,NaN,"['gym', 'health', 'point_of_interest', 'establishment']",51.4840343,-0.2242392
4162,Fulham Reach,London,Fulham Palace by Allô Housing,"168-188 Fulham Palace Road, London",4.3,289,"['gym', 'health', 'point_of_interest', 'establishment']",51.485305,-0.220501
4163,Fulham Reach,London,The Pear Tree,"14 Margravine Road, London",NaN,NaN,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",51.48687229999999,-0.2154894
4164,Fulham Reach,London,Lillie Road Fitness Centre,"Lillie Road, London",4.2,95,"['point_of_interest', 'establishment']",51.483193,-0.2165285
4165,Fulham Reach,London,Question Air,"141 Greyhound Road, London",4.1,99,"['school', 'university', 'point_of_interest', 'establishment']",51.4860813,-0.2147597
4166,Fulham Reach,London,Charing Cross Sports Club,"Aspenlea Road, Hammersmith, London",4,4,"['real_estate_agency', 'point_of_interest', 'establishment']",51.48565199999999,-0.2197508
4167,Fulham Reach,London,Kishmish,"10 Greyhound Road, London",3.5,20,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.484822,-0.219181
4168,Fulham Reach,London,Boots,"198-200 Fulham Palace Road, London",4,3,"['locksmith', 'point_of_interest', 'establishment']",51.4846838,-0.2201158
